State,2015,2025,Growth
ACT,394491,483324,22.51838445
NSW,7595731,8574064,12.88003748
NT,243059,263862,8.558827281
QLD,4764439,5648264,18.55045263
SA,1698433,1898981,11.80782521
TAS,514812,576067,11.89851829
VIC,5995205,7050570,17.60348478
WA,2536604,3031308,19.50261058
